DATE,DID,ROUTE,SID,TIME,VID,timestamp
2018-11-12,14___I_F00,14,5557,1542010619.0,7283,2018-11-12 08:16:59-08:00
2018-11-12,12___O_F00,12,6328,1542010619.0,8705,2018-11-12 08:16:59-08:00
2018-11-12,12___O_F00,12,5841,1542010619.0,8776,2018-11-12 08:16:59-08:00
2018-11-12,12___I_F00,12,7551,1542010619.0,8927,2018-11-12 08:16:59-08:00
2018-11-12,12___O_F00,12,5857,1542010619.0,8776,2018-11-12 08:16:59-08:00
2018-11-12,14___I_F00,14,5624,1542010649.0,7250,2018-11-12 08:17:29-08:00
2018-11-12,12___I_F00,12,4661,1542010649.0,8932,2018-11-12 08:17:29-08:00
2018-11-12,14___I_F00,14,7945,1542010649.0,7272,2018-11-12 08:17:29-08:00
2018-11-12,14___I_F00,14,5541,1542010649.0,7229,2018-11-12 08:17:29-08:00
2018-11-12,12___O_F00,12,3238,1542010664.0,8728,2018-11-12 08:17:44-08:00
2018-11-12,14___O_F00,14,5545,1542010664.0,7225,2018-11-12 08:17:44-08:00
2018-11-12,14___O_F00,14,5532,1542010664.0,7254,2018-11-12 08:17:44-08:00
2018-11-12,14___I_F00,14,5533,1542010664.0,7232,2018-11-12 08:17:44-08:00
2018-11-12,14___O_F00,14,5621,1542010679.0,7237,2018-11-12 08:17:59-08:00
2018-11-12,14___O_F00,14,5625,1542010679.0,7237,2018-11-12 08:17:59-08:00
2018-11-12,12___O_F00,12,5848,1542010679.0,8776,2018-11-12 08:17:59-08:00
2018-11-12,12___O_F00,12,6327,1542010679.0,8705,2018-11-12 08:17:59-08:00
2018-11-12,14___I_F00,14,7129,1542010694.0,7229,2018-11-12 08:18:14-08:00
2018-11-12,12___I_F00,12,4660,1542010709.0,8932,2018-11-12 08:18:29-08:00
2018-11-12,14___I_F00,14,5605,1542010709.0,7250,2018-11-12 08:18:29-08:00
2018-11-12,14___I_F00,14,5585,1542010709.0,7236,2018-11-12 08:18:29-08:00
2018-11-12,14___I_F00,14,5567,1542010724.0,7275,2018-11-12 08:18:44-08:00
2018-11-12,14___O_F00,14,5590,1542010739.0,7237,2018-11-12 08:18:59-08:00
